dataset,column,display_name,category,role,split_type,split_value,data_type,unit,definition
picks_offense,handler_assist_at_stepUp,Ball Handler - Assists (Step Up),Playmaking,Ball Handler,Court location,Step Up,integer,events,"Assists delivered by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline)."
picks_offense,handler_turnover_at_stepUp,Ball Handler - Turnovers (Step Up),Outcome,Ball Handler,Court location,Step Up,integer,events,"Turnovers committed by the player on picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline)."
picks_offense,handler_picks_at_wing,Ball Handler - Picks (Wing),Volume,Ball Handler,Court location,Wing,integer,events,"Number of on-ball screens the player was involved in as the ball handler using the on-ball screen, restricted to picks where the screen is set on the wing / side of the floor."
picks_offense,handler_points_at_wing,Ball Handler - Points (Wing),Scoring,Ball Handler,Court location,Wing,integer,points,"Points generated by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is set on the wing / side of the floor: his own field goal points plus free throws made plus the points scored by teammates on his assists out of the action. Verified: handler_points = 2*score_2pt + 3*score_3pt + ft_mades_in_pick + 2*assist_2pt + 3*assist_3pt."
picks_offense,handler_score_at_wing,Ball Handler - Made Shots (Wing),Scoring,Ball Handler,Court location,Wing,integer,events,"Number of made field goals by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is set on the wing / side of the floor."
picks_offense,handler_miss_at_wing,Ball Handler - Missed Shots (Wing),Scoring,Ball Handler,Court location,Wing,integer,events,"Number of missed field goals by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is set on the wing / side of the floor."
picks_offense,handler_assist_at_wing,Ball Handler - Assists (Wing),Playmaking,Ball Handler,Court location,Wing,integer,events,"Assists delivered by the player out of picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is set on the wing / side of the floor."
picks_offense,handler_turnover_at_wing,Ball Handler - Turnovers (Wing),Outcome,Ball Handler,Court location,Wing,integer,events,"Turnovers committed by the player on picks where he was the ball handler using the on-ball screen, restricted to picks where the screen is set on the wing / side of the floor."
picks_offense,screener_picks_at_middle,Screener - Picks (Middle),Volume,Screener,Court location,Middle,integer,events,"Number of on-ball screens the player was involved in as the player setting the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor."
picks_offense,screener_points_at_middle,Screener - Points (Middle),Scoring,Screener,Court location,Middle,integer,points,"Points generated by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor: his own field goal points plus free throws made plus the points scored by teammates on his assists out of the action. Verified: handler_points = 2*score_2pt + 3*score_3pt + ft_mades_in_pick + 2*assist_2pt + 3*assist_3pt."
picks_offense,screener_score_at_middle,Screener - Made Shots (Middle),Scoring,Screener,Court location,Middle,integer,events,"Number of made field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor."
picks_offense,screener_miss_at_middle,Screener - Missed Shots (Middle),Scoring,Screener,Court location,Middle,integer,events,"Number of missed field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor."
picks_offense,screener_assist_at_middle,Screener - Assists (Middle),Playmaking,Screener,Court location,Middle,integer,events,"Assists delivered by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor."
picks_offense,screener_turnover_at_middle,Screener - Turnovers (Middle),Outcome,Screener,Court location,Middle,integer,events,"Turnovers committed by the player on picks where he was the player setting the on-ball screen, restricted to picks where the screen is set at the top / middle of the floor."
picks_offense,screener_picks_at_stepUp,Screener - Picks (Step Up),Volume,Screener,Court location,Step Up,integer,events,"Number of on-ball screens the player was involved in as the player setting the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline)."
picks_offense,screener_points_at_stepUp,Screener - Points (Step Up),Scoring,Screener,Court location,Step Up,integer,points,"Points generated by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline): his own field goal points plus free throws made plus the points scored by teammates on his assists out of the action. Verified: handler_points = 2*score_2pt + 3*score_3pt + ft_mades_in_pick + 2*assist_2pt + 3*assist_3pt."
picks_offense,screener_score_at_stepUp,Screener - Made Shots (Step Up),Scoring,Screener,Court location,Step Up,integer,events,"Number of made field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline)."
picks_offense,screener_miss_at_stepUp,Screener - Missed Shots (Step Up),Scoring,Screener,Court location,Step Up,integer,events,"Number of missed field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline)."
picks_offense,screener_assist_at_stepUp,Screener - Assists (Step Up),Playmaking,Screener,Court location,Step Up,integer,events,"Assists delivered by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline)."
picks_offense,screener_turnover_at_stepUp,Screener - Turnovers (Step Up),Outcome,Screener,Court location,Step Up,integer,events,"Turnovers committed by the player on picks where he was the player setting the on-ball screen, restricted to picks where the screen is a step-up (angled screen set with the screener's back towards the sideline)."
picks_offense,screener_picks_at_wing,Screener - Picks (Wing),Volume,Screener,Court location,Wing,integer,events,"Number of on-ball screens the player was involved in as the player setting the on-ball screen, restricted to picks where the screen is set on the wing / side of the floor."
picks_offense,screener_points_at_wing,Screener - Points (Wing),Scoring,Screener,Court location,Wing,integer,points,"Points generated by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screen is set on the wing / side of the floor: his own field goal points plus free throws made plus the points scored by teammates on his assists out of the action. Verified: handler_points = 2*score_2pt + 3*score_3pt + ft_mades_in_pick + 2*assist_2pt + 3*assist_3pt."
picks_offense,screener_score_at_wing,Screener - Made Shots (Wing),Scoring,Screener,Court location,Wing,integer,events,"Number of made field goals by the player out of picks where he was the player setting the on-ball screen, restricted to picks where the screen is set on the wing / side of the floor."
